dummy,Announced_Date,Target_Company,Target_Description,Target_City,Target_Website,Target_Sector,Target_Country,Bidder_Company,Bidder_Description,Bidder_Website,Bidder_Sector,Bidder_Country,Seller_Company,Seller_Description,Seller_Website,Seller_Sector,Seller_Country,Implied_Equity_Value_(m),Net_Debt_(m),Enterprise_Value_(m),Reported_Revenue_(m)_Y1,Reported_EBITDA_(m)_Y1,Reported_EBIT_(m)_Y1,Reported_Earnings_(m)_Y1,Reported_Revenue_Multiple_Y1,Reported_EBIT_Multiple_Y1,Reported_EBITDA_Multiple_Y1,Reported_PE_Multiple_Y1,Consideration,Deal_Description,Deal_Value_USD(m)
,11/12/23,PT Oto Multiartha (51% Stake); PT Summit Oto Finance (51% Stake),Indonesia-based company engaged in providing consumer financing services; Indonesia-based company engaged in providing financing services for new and used motorcycles,Jakarta; Jakarta,http://www.oto.co.id/; http://www.otofinance.co.id/,Financial Services,Indonesia,PT Bank BTPN Tbk,"Commercial bank providing loan and deposit taking services, also engaged in providing treasury and microfinancing services.",https://www.btpn.com,Financial Services,Indonesia,Sumitomo Corporation; Sumitomo Mitsui Banking Corporation,"Listed Japan-based Tokyo-listed company engaged in import and export, trilateral trade, domestic and international investment, and other business activities; Japan-based company engaged in providing various banking and financial products and services",http://www.sumitomocorp.co.jp/; http://www.smbc.co.jp,Other; Financial Services,Japan,,,,,,,,,,,,,"PT Bank BTPN Tbk, the Indonesia based commercial bank providing loan and deposit taking services, also engaged in providing treasury and microfinancing services is to acquire 51% of PT Oto Multiartha, the local provider of automotive financing and leasing for new and used vehicles and 51% stake in PT Summit Oto Finance from Sumitomo Mitsui Banking Corp, the Japan based commercial bank. The terms of the deal were undisclosed. The transaction is subject to approval of the relevant authorities.",
,11/12/23,Wizleap Inc,Software-Financial Technology company engaged with developing software for financial institutions. Insurance agency.,,https://wizleap.co.jp/,Computer software,Japan,Marubeni Corporation,"Listed Japan-based company engaged in goods import and export, food production, production of industrial appliances and other business sectors",http://www.marubeni.com,Other,Japan,,,,,,,,,,,,,,,,,Cash (USD 2.4150),"Marubeni Corp, the Japan based integrated trading company, announced it has acquired some newly issued shares in Wizleap Inc, the local developing software for financial institutions and insurance agency, through series A round financing, for Y350m ($2.40m).",2.415
,11/12/23,Tianhai Auto Electronic Group Co Ltd (10.31% Stake),Auto connector manufacturer.,,,Industrial: Electronics,China,Nanwang Nengchuang Equity Investment Fund Guangzhou Partnership Enterprise (L.P.); Scientific Reform & Cohesion (Hangzhou) Equity Investment Partnership (LP); Wuhu Weishu Venture Capital Fund Cooperative Enterprise (LP); Xiamen Yuanfeng Tianhe Enterprise Management Cooperative Enterprise (LP),"China-based investment company ; Equity investment and management company engaged in restructuring, mergers and financing. City-level SOE.; Venture capital firm.; Company engaged in enterprise management.",http://www.csg.cn/gywm/gsjs/,Financial Services; Financial Services; Financial Services; Other,China,,,,,,1212.362,,1212.362,,,,,,,,,Cash (USD 125.0418),"Xiamen Yuanfeng Tianhe Enterprise Management Cooperative Enterprise (LP), the China based company engaged in enterprise management, and other investors, have acquired 10.31% of Tianhai Auto Electronic Group Co Ltd, the local auto connector manufacturer. The consideration was RMB897m ($125.05m).",125.0418
,11/12/23,Sunrise Trading Co Ltd (16% Stake),Fountain pen and other stationeries wholesaler.,Tokyo,https://www.sunrisenet.co.jp/,Services (other),Japan,Sunrise Holdings Co Ltd (Tokyo),Holding company for fountain pen and other stationeries wholesaler.,,"Other,Services (other)",Japan,"The Sailor Pen Co., Ltd.",Listed Japan-based company engaged in the manufacturing of pens and industrial robots,http://www.sailor.co.jp/,"Consumer: Retail,Industrial automation",Japan,1.8988,,1.8988,,,,,,,,,Cash (USD 0.3038),"Sailor Pen Co Ltd, the Japan based manufacturer of fountain pens, marking pens, ball-point pens and mechanical pencils, announced it will transfer 16% stake in Sunrise Trading Co Ltd, the local wholesaler of fountain pens and other stationeries, to Sunrise Holdings Co Ltd (Tokyo), the local holding company for wholesaler of fountain pens and other stationeries, for Y44.03m ($0.3m) on Dec 27, 2023.",0.3038
,11/12/23,Qshine Global Ltd (30% Stake),Investment company.,,,Financial Services,Hong Kong (China),Heng Sheng Holding Group Limited,"Listed China-based company engaged in the manufacture of toys, children's clothes and animation",http://www.hsfamilyent.com,Consumer: Other,Hong Kong (China),,,,,,22.26,,22.26,,,,,,,,,Equity (USD 6.6780),"Heng Sheng Holding Group Ltd, the Hong Kong (China) based manufacturer of children toys and children products such as shoes and bags, has agreed to acquire 30% stake in Qshine Global Ltd, the Hong kong based investment company. The consideration is CNY 47.7m (USD 6.65m).",6.678
,11/12/23,MIMA Challenge Co Ltd (Satellite office business.) (100% Stake),Satellite office business.,,,Real Estate,Japan,"CHIeru Co., Ltd.","Listed Japan-based company engaged in the development of educational systems and software, manufacturing and sales of information processing machines, and other education-related services",http://www.chieru.co.jp,"Computer services,Computer software,Services (other)",Japan,Toa Co Ltd,Real estate agency. Non-life insurance agency.,,"Financial Services,Real Estate",Japan,0.207,,0.207,,,,,,,,,Cash (USD 0.2070),"CHIeru Co Ltd, the Japan based developer of software and network system for education, announced it will acquire the satellite office business from MIMA Challenge Co Ltd, a subsidiary of Toa Co Ltd, the local real estate agency, for Y30m ($0.21m) on Dec 22, 2023.",0.207
,11/12/23,One Medica Co Ltd,Software-Medical Technology company engaged with providing medical institutions for inbound visitors to Japan.,,https://onemedica.co.jp/,Computer software,Japan,ANRI Co Ltd; MedicalNote Inc,"Japan-based venture capital firm.; Software-Computer, Traditional & Other. Software company engaged with an online platform that offers medical information and physician-booking features.",http://anri.vc/; https://medicalnote.co.jp/,Financial Services; Computer software,Japan,,,,,,,,,,,,,,,,,Cash (USD 2.4150),"One Medica Co Ltd, the Japan based provider of medical service platforms for inbound visitors to Japan, has secured Y350m ($2.40m) in a series A round financing led by ANRI Co Ltd and MedicalNote Inc.",2.415
,11/12/23,Haircamp Inc,"Software-Computer, Traditional & Other. Software company engaged with operating online learning system for hairdresser.",Tokyo,https://corp.haircamp.jp/,Computer software,Japan,Next Chymia Consulting HK Limited,"Asian based company that provides blockchain solutions, consultancy services and training to global entities.",,"Computer services,Computer software",Hong Kong (China),,,,,,,,,,,,,,,,,Cash (USD 0.6900),"Haircamp Inc, the Japan based operator of online learning system for hairdresser, announced it has placed some newly issued shares on Next Chymia Consulting HK Ltd, the Honk Kong based provider of blockchain services, and some undisclosed acquirors, for Y100m ($0.68m).",0.69
,11/12/23,Helpfeel Inc,Application software developer.,Kyoto,http://notaland.com/,Computer software,Japan,"Globis Capital Partners & Co; Traders Holdings Co., Ltd.; Salesforce Ventures LLC; One Capital Inc; Investment Lab Co Ltd","Japan-based venture capital firm that generally invests between JPY 300m (USD 3.4m) to JPY 500m (USD $5.7 million) and up to JPY 2bn (USD 22.8m).; Listed Japan-based holding company engaged in the management of its financial and energy-related subsidiaries; US-based private equity arm of cloud computing company Salesforce.com, Inc. which makes investments in enterprise cloud and technology companies. The company is currently investing from its latest fund, Salesforce Impact Fund which was launched in October 2017 with USD 50m of total commitments.; Japan-based venture capital firm.; Investment company.",http://www.globiscapital.co.jp; http://www.tradershd.com/; http://www.salesforce.com; https://www.onecapital.jp; https://www.investmentlab.co.jp/,"Financial Services; Energy,Financial Services; Financial Services; Financial Services; Financial Services",Japan,,,,,,,,,,,,,,,,,Cash (USD 13.8000),"Helpfeel Inc, the Japan based application software developer, announced it has secured Y2bn ($13.7m) in a series D round financing led by Globis Capital Partners & Co, Investment Lab Co Ltd, One Capital Inc, Salesforce Ventures LLC and Traders Holdings Co Ltd.",13.8
,11/12/23,Guangzhou PCG Power Technology Co Ltd,Comprehensive energy management service provider.,Guangdong,,Energy,China,GLP Pte Ltd; Zhongding (Shanghai) Venture Investment Management Co Ltd; Huamei International Investment Co. Ltd; NIO Capital; United Nova Technology Co Ltd; Onew,"Developer, owner and operator of logistics facilities.; China-based venture capital firm engaged in sectors such as logistics, supply chain, energy saving, consumer, services, advanced manufacturing, e-commerce, environment protection, retailing, brands, and content.; Chinese company engaged in education and financial service; China-based private equity firm jointly backed by investors including NIO, Sequoia Capital China, Hillhouse Capital and mainly focuses on automotive industry.; Provider of wafer foundry, packaging and testing services for (micro-electromechanical systems) MEMS and power devices.; Company operating in Venture Capital/Private Equity.",https://www.glp.com/; http://ebvc.com.cn; http://www.huameigroup.com.cn/; http://www.niocapital.com/; https://www.smecs.com/; http://www.onew.com/,"Real Estate,Transportation; Financial Services; Financial Services; Financial Services; Computer: Semiconductors; Financial Services",China,,,,,,,,,,,,,,,,,Cash (USD 210.0000),"GLP Pte Ltd, the China based developer, owner and operator of logistics facilities, and other investors, have invested in the A3, A4 round funding in Guangzhou PCG Power Technology Co Ltd, the local comprehensive energy management service provider. The consideration was RMB1.5bn ($209.11m).",210
,11/12/23,Rakon Limited (100% Stake),New Zealand-based designer and manufacturer of frequency control solutions,Mount Wellington,http://www.rakon.com,Telecommunications: Carriers,New Zealand,Undisclosed Acquirer,Undisclosed Acquirer.,,,New Zealand,,,,,,240.6981,-5.4564,235.2417,92.6192,11.037,7.349,4.6212,2.5399,32.01,21.3139,53.7797,Cash (USD 240.6981),"An undisclosed Acquirer has made an unsolicited non-binding offer to acquire Rakon Ltd, the New Zealand based developer of high performance frequency control technology based on quartz crystals. The consideration was 393.397m NZD ($240.69m) based on the proposed offer price of NZ$1.70 ($1.04) per share.",240.6981
,11/12/23,Shanxi Coalbed Methane Co Ltd (81% Stake),A China-based state-owned energy company,Taiyuan,http://www.sxcbm.cn/,Energy,China,Shanxi Blue Flame Holding Co Ltd,"Coal mining, processing and sales company.",http://www.tymqh.com/,"Chemicals and materials,Energy,Mining,Services (other)",China,Shanxi Energy Industries Group,China-based energy group,,"Energy,Government",China,62.272,,62.272,78.4722,,,3.6286,0.8213,,,17.7619,Cash (USD 50.4403),"Shanxi Blue Flame Holding Co Ltd, the China based coal mining, processing and sales company, is to acquire 81% of Shanxi Coalbed Methane Co Ltd, the local energy company, from Shanxi Energy Industries Group, the local energy group. The consideration was RMB360.29m ($50.22m).",50.4403
